id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,fertilizer_type,motor_type,motor_power_hp,flow_rate_lpm,yield_ton_per_ha,water_requirement_liters,irrigation_hours
402,Bahawalpur,29.3956,71.6836,gram,loamy sand,27.81,Rabi,16.1,236.6,NPK,Mega,40,1200,2.3,9733500,135.2
403,Sargodha,32.0836,72.6711,maize,sandy loam,32.55,Kharif,21.0,416.1,FYM,Mega,40,1200,3.3,15624000,217.0
404,Sukkur,27.7132,68.8482,wheat,silty loam,7.81,Rabi,19.1,237.4,None,Large,10,300,4.4,3514500,195.2
405,Quetta,30.1798,66.975,sugarcane,loam,37.89,Kharif,29.3,570.6,NPK,Mega,40,1200,55.0,28417500,394.7
406,Rahim Yar Khan,28.4209,70.2952,sugarcane,loam,7.83,Kharif,28.4,526.6,NPK,Large,10,300,55.0,5872500,326.2
407,Rawalpindi,33.5651,73.0169,potato,sandy loam,48.01,Rabi,16.4,233.9,None,Ultra,50,1500,3.1,19204000,213.4
408,Jhang,31.2682,72.3184,cotton,sandy loam,4.07,Kharif,32.4,256.9,DAP,Medium,5,120,2.5,2116400,293.9
409,Gujrat,32.5742,74.0754,potato,sandy loam,36.59,Rabi,19.1,344.2,Urea,Mega,40,1200,2.4,14636000,203.3
410,Rawalpindi,33.5651,73.0169,maize,loam,39.92,Kharif,21.3,432.9,FYM,Mega,40,1200,3.1,19161600,266.1
411,Sheikhupura,31.7131,73.9783,wheat,clay loam,1.53,Rabi,19.4,394.8,NPK,Small,3,60,3.9,688500,191.2
412,Faisalabad,31.4504,73.135,cotton,loam,5.36,Kharif,35.0,307.5,NPK,Upper Medium,7,200,2.8,2787200,232.3
413,Quetta,30.1798,66.975,maize,loam,16.28,Kharif,24.3,258.2,None,Extra Heavy,30,900,3.7,7814400,144.7
414,Gujrat,32.5742,74.0754,cotton,loam,13.75,Kharif,31.6,305.9,DAP,Heavy,20,600,2.3,7150000,198.6
415,Karachi,24.8607,67.0011,wheat,silty loam,2.73,Rabi,23.0,359.2,FYM,Small,3,60,3.4,1228500,341.2
416,Sargodha,32.0836,72.6711,potato,loam,18.34,Rabi,21.1,222.5,DAP,Extra Heavy,30,900,2.8,7336000,135.9
417,Quetta,30.1798,66.975,maize,sandy loam,25.14,Kharif,23.2,452.0,DAP,Mega,40,1200,3.0,12067200,167.6
418,Gujrat,32.5742,74.0754,wheat,clay loam,40.25,Rabi,18.4,398.5,None,Ultra,50,1500,4.3,18112500,201.2
419,Lahore,31.5204,74.3587,wheat,loam,16.83,Rabi,24.0,248.6,Urea,Extra Heavy,30,900,4.0,7573500,140.2
420,Faisalabad,31.4504,73.135,gram,loamy sand,5.72,Rabi,18.3,223.5,None,Upper Medium,7,200,2.0,2002000,166.8
421,Jhang,31.2682,72.3184,gram,sandy loam,44.86,Rabi,19.3,179.8,Urea,Ultra,50,1500,1.7,15701000,174.5
422,Sukkur,27.7132,68.8482,cotton,loam,29.33,Kharif,26.5,272.6,DAP,Mega,40,1200,2.9,15251600,211.8
423,Peshawar,34.0151,71.5249,cotton,loam,8.33,Kharif,29.3,201.3,None,Large,10,300,2.4,4331600,240.6
424,Faisalabad,31.4504,73.135,rice,clay,9.24,Kharif,29.9,611.5,FYM,Large,10,300,3.6,6283200,349.1
425,Sheikhupura,31.7131,73.9783,sugarcane,clay loam,23.92,Kharif,32.6,598.9,DAP,Extra Heavy,30,900,62.8,17940000,332.2
426,Okara,30.8103,73.4513,cotton,loam,44.34,Kharif,25.9,188.2,Urea,Ultra,50,1500,1.7,23056800,256.2
427,Gujrat,32.5742,74.0754,rice,clay,45.17,Kharif,30.0,636.3,Urea,Ultra,50,1500,3.8,30715600,341.3
428,Sargodha,32.0836,72.6711,cotton,sandy loam,42.32,Kharif,30.6,215.0,None,Ultra,50,1500,2.9,22006400,244.5
429,Kasur,31.1155,74.4466,sugarcane,clay loam,11.28,Kharif,32.0,565.3,DAP,Heavy,20,600,55.8,8460000,235.0
430,Gujrat,32.5742,74.0754,sugarcane,loam,30.93,Kharif,32.1,434.2,FYM,Mega,40,1200,68.7,23197500,322.2
431,Gujrat,32.5742,74.0754,maize,sandy loam,41.89,Kharif,25.2,395.9,FYM,Ultra,50,1500,3.4,20107200,223.4
432,Sargodha,32.0836,72.6711,sugarcane,clay loam,4.47,Kharif,30.0,491.0,DAP,Medium,5,120,65.5,3352500,465.6
433,Gujranwala,32.1877,74.1945,potato,sandy loam,8.27,Rabi,16.2,301.7,NPK,Large,10,300,2.9,3308000,183.8
434,Okara,30.8103,73.4513,sugarcane,clay loam,6.89,Kharif,33.1,562.2,FYM,Upper Medium,7,200,66.7,5167500,430.6
435,Karachi,24.8607,67.0011,sugarcane,clay loam,37.12,Kharif,31.5,486.9,DAP,Mega,40,1200,64.8,27840000,386.7
436,Gujrat,32.5742,74.0754,potato,loam,6.52,Rabi,18.9,244.6,FYM,Upper Medium,7,200,2.1,2608000,217.3
437,Sialkot,32.4922,74.5311,wheat,clay loam,33.97,Rabi,23.3,389.4,NPK,Mega,40,1200,3.5,15286500,212.3
438,Sheikhupura,31.7131,73.9783,potato,loam,20.2,Rabi,24.9,336.4,DAP,Extra Heavy,30,900,2.6,8080000,149.6
439,Bahawalpur,29.3956,71.6836,maize,sandy loam,48.27,Kharif,26.8,293.6,NPK,Ultra,50,1500,4.1,23169600,257.4
440,Islamabad,33.6844,73.0479,cotton,sandy loam,39.3,Kharif,33.7,220.7,NPK,Mega,40,1200,2.0,20436000,283.8
441,Gujrat,32.5742,74.0754,gram,sandy loam,14.44,Rabi,24.3,130.8,None,Heavy,20,600,1.6,5054000,140.4
442,Kasur,31.1155,74.4466,maize,loam,16.83,Kharif,28.7,284.0,Urea,Extra Heavy,30,900,3.8,8078400,149.6
443,Rawalpindi,33.5651,73.0169,gram,loamy sand,44.29,Rabi,24.9,124.5,NPK,Ultra,50,1500,1.8,15501500,172.2
444,Karachi,24.8607,67.0011,gram,loamy sand,26.45,Rabi,15.4,157.8,FYM,Mega,40,1200,1.9,9257500,128.6
445,Peshawar,34.0151,71.5249,rice,clay,49.74,Kharif,28.7,573.8,None,Ultra,50,1500,4.9,33823200,375.8
446,Bahawalpur,29.3956,71.6836,rice,clay loam,24.08,Kharif,26.1,778.0,FYM,Extra Heavy,30,900,3.5,16374400,303.2
447,Sahiwal,30.6705,73.1063,sugarcane,clay loam,32.36,Kharif,28.6,450.6,Urea,Mega,40,1200,69.6,24270000,337.1
448,Karachi,24.8607,67.0011,rice,clay loam,10.1,Kharif,33.3,745.5,NPK,Heavy,20,600,4.3,6868000,190.8
449,Sheikhupura,31.7131,73.9783,rice,clay loam,21.83,Kharif,27.2,568.7,Urea,Extra Heavy,30,900,4.2,14844400,274.9
450,Bahawalpur,29.3956,71.6836,gram,sandy loam,29.39,Rabi,16.8,125.1,DAP,Mega,40,1200,2.3,10286500,142.9
451,Lahore,31.5204,74.3587,potato,loam,12.05,Rabi,22.3,297.1,FYM,Heavy,20,600,2.6,4820000,133.9
452,Rawalpindi,33.5651,73.0169,maize,sandy loam,16.96,Kharif,28.6,316.4,NPK,Extra Heavy,30,900,3.5,8140800,150.8
453,Okara,30.8103,73.4513,sugarcane,clay loam,49.11,Kharif,29.1,514.6,NPK,Ultra,50,1500,68.7,36832500,409.2
454,Islamabad,33.6844,73.0479,maize,loam,9.53,Kharif,29.4,489.6,NPK,Large,10,300,3.7,4574400,254.1
455,Kasur,31.1155,74.4466,rice,clay,7.8,Kharif,32.9,539.0,Urea,Large,10,300,4.7,5304000,294.7
456,Okara,30.8103,73.4513,rice,clay loam,22.31,Kharif,33.8,694.2,None,Extra Heavy,30,900,4.7,15170800,280.9
457,Jhang,31.2682,72.3184,wheat,silty loam,1.51,Rabi,22.5,209.9,FYM,Small,3,60,3.4,679500,188.8
458,Karachi,24.8607,67.0011,potato,loam,3.49,Rabi,24.6,307.8,NPK,Medium,5,120,2.3,1396000,193.9
459,Sargodha,32.0836,72.6711,gram,loamy sand,2.37,Rabi,15.8,170.5,NPK,Small,3,60,2.5,829500,230.4
460,Multan,30.1575,71.5249,sugarcane,loam,44.47,Kharif,29.6,419.6,DAP,Ultra,50,1500,60.2,33352500,370.6
461,Kasur,31.1155,74.4466,gram,sandy loam,14.6,Rabi,21.5,115.4,FYM,Heavy,20,600,1.6,5110000,141.9
462,Gujrat,32.5742,74.0754,cotton,sandy loam,6.24,Kharif,27.2,203.3,DAP,Upper Medium,7,200,1.7,3244800,270.4
463,Sukkur,27.7132,68.8482,wheat,silty loam,27.4,Rabi,23.8,399.0,FYM,Mega,40,1200,4.4,12330000,171.2
464,Islamabad,33.6844,73.0479,rice,clay loam,13.46,Kharif,34.7,585.4,None,Heavy,20,600,4.6,9152800,254.2
465,Rawalpindi,33.5651,73.0169,gram,loamy sand,22.42,Rabi,21.6,237.7,FYM,Extra Heavy,30,900,1.9,7847000,145.3
466,Karachi,24.8607,67.0011,maize,sandy loam,38.54,Kharif,24.0,304.3,None,Mega,40,1200,3.2,18499200,256.9
467,Sargodha,32.0836,72.6711,sugarcane,loam,10.85,Kharif,30.2,458.7,FYM,Heavy,20,600,54.3,8137500,226.0
468,Rahim Yar Khan,28.4209,70.2952,gram,loamy sand,48.17,Rabi,24.0,120.3,FYM,Ultra,50,1500,2.4,16859500,187.3
469,Sargodha,32.0836,72.6711,sugarcane,clay loam,25.47,Kharif,29.0,453.5,None,Mega,40,1200,61.7,19102500,265.3
470,Sheikhupura,31.7131,73.9783,maize,loam,27.43,Kharif,20.3,261.1,Urea,Mega,40,1200,4.4,13166400,182.9
471,Gujranwala,32.1877,74.1945,potato,sandy loam,21.25,Rabi,19.8,217.9,None,Extra Heavy,30,900,3.3,8500000,157.4
472,Faisalabad,31.4504,73.135,rice,clay,26.35,Kharif,27.9,632.7,DAP,Mega,40,1200,4.1,17918000,248.9
473,Okara,30.8103,73.4513,wheat,loam,19.0,Rabi,19.8,374.1,FYM,Extra Heavy,30,900,3.1,8550000,158.3
474,Kasur,31.1155,74.4466,rice,clay,12.76,Kharif,28.4,571.6,Urea,Heavy,20,600,4.1,8676800,241.0
475,Karachi,24.8607,67.0011,sugarcane,loam,47.75,Kharif,31.2,411.3,None,Ultra,50,1500,53.7,35812500,397.9
476,Sahiwal,30.6705,73.1063,maize,loam,4.75,Kharif,21.0,335.8,FYM,Medium,5,120,4.0,2280000,316.7
477,Rahim Yar Khan,28.4209,70.2952,gram,loamy sand,25.87,Rabi,16.9,219.5,None,Mega,40,1200,2.5,9054500,125.8
478,Peshawar,34.0151,71.5249,maize,sandy loam,13.35,Kharif,29.9,464.1,NPK,Heavy,20,600,3.3,6408000,178.0
479,Lahore,31.5204,74.3587,sugarcane,loam,43.3,Kharif,29.0,591.9,DAP,Ultra,50,1500,58.5,32475000,360.8
480,Sahiwal,30.6705,73.1063,sugarcane,loam,37.31,Kharif,29.4,488.6,None,Mega,40,1200,64.5,27982500,388.6
481,Islamabad,33.6844,73.0479,wheat,silty loam,12.39,Rabi,23.8,205.7,NPK,Heavy,20,600,3.8,5575500,154.9
482,Peshawar,34.0151,71.5249,sugarcane,clay loam,39.35,Kharif,25.7,473.4,Urea,Mega,40,1200,51.4,29512500,409.9
483,Sargodha,32.0836,72.6711,rice,clay,3.31,Kharif,33.1,750.8,DAP,Medium,5,120,5.0,2250800,312.6
484,Islamabad,33.6844,73.0479,maize,sandy loam,34.15,Kharif,22.8,328.2,FYM,Mega,40,1200,3.5,16392000,227.7
485,Okara,30.8103,73.4513,wheat,loam,22.98,Rabi,23.0,272.7,None,Extra Heavy,30,900,3.4,10341000,191.5
486,Jhang,31.2682,72.3184,rice,clay loam,27.94,Kharif,27.7,738.7,None,Mega,40,1200,4.3,18999200,263.9
487,Islamabad,33.6844,73.0479,sugarcane,loam,24.4,Kharif,33.0,495.8,FYM,Extra Heavy,30,900,60.5,18300000,338.9
488,Rahim Yar Khan,28.4209,70.2952,wheat,silty loam,47.29,Rabi,23.5,250.0,Urea,Ultra,50,1500,4.3,21280500,236.4
489,Quetta,30.1798,66.975,rice,clay loam,28.62,Kharif,29.7,614.6,Urea,Mega,40,1200,4.9,19461600,270.3
490,Rahim Yar Khan,28.4209,70.2952,wheat,loam,3.46,Rabi,18.2,301.3,FYM,Medium,5,120,3.6,1557000,216.2
491,Kasur,31.1155,74.4466,maize,sandy loam,43.17,Kharif,20.5,349.1,DAP,Ultra,50,1500,4.2,20721600,230.2
492,Islamabad,33.6844,73.0479,rice,clay loam,33.23,Kharif,27.0,681.3,None,Mega,40,1200,3.7,22596400,313.8
493,Karachi,24.8607,67.0011,wheat,loam,28.74,Rabi,17.4,273.7,DAP,Mega,40,1200,3.1,12933000,179.6
494,Peshawar,34.0151,71.5249,cotton,loam,44.07,Kharif,29.4,229.2,Urea,Ultra,50,1500,2.3,22916400,254.6
495,Sialkot,32.4922,74.5311,cotton,loam,10.44,Kharif,32.3,178.2,Urea,Heavy,20,600,1.9,5428800,150.8
496,Rawalpindi,33.5651,73.0169,sugarcane,clay loam,10.14,Kharif,30.6,499.4,FYM,Heavy,20,600,53.6,7605000,211.2
497,Jhang,31.2682,72.3184,gram,loamy sand,9.43,Rabi,17.2,217.8,DAP,Large,10,300,2.5,3300500,183.4
498,Jhang,31.2682,72.3184,cotton,loam,6.03,Kharif,34.2,164.1,DAP,Upper Medium,7,200,2.4,3135600,261.3
499,Sukkur,27.7132,68.8482,gram,sandy loam,11.34,Rabi,20.0,100.1,NPK,Heavy,20,600,1.8,3969000,110.2
500,Sahiwal,30.6705,73.1063,maize,sandy loam,19.29,Kharif,25.9,340.1,FYM,Extra Heavy,30,900,3.7,9259200,171.5
501,Bahawalpur,29.3956,71.6836,gram,loamy sand,35.02,Rabi,23.9,137.5,FYM,Mega,40,1200,2.0,12257000,170.2
502,Sargodha,32.0836,72.6711,gram,loamy sand,40.44,Rabi,21.4,210.5,None,Ultra,50,1500,2.4,14154000,157.3
503,Sialkot,32.4922,74.5311,rice,clay loam,32.4,Kharif,32.8,770.9,None,Mega,40,1200,4.6,22032000,306.0
504,Okara,30.8103,73.4513,sugarcane,clay loam,35.5,Kharif,28.0,548.0,FYM,Mega,40,1200,51.0,26625000,369.8
505,Karachi,24.8607,67.0011,cotton,sandy loam,29.66,Kharif,25.7,163.2,None,Mega,40,1200,1.8,15423200,214.2
506,Karachi,24.8607,67.0011,potato,loam,8.97,Rabi,17.8,290.3,Urea,Large,10,300,2.6,3588000,199.3
507,Karachi,24.8607,67.0011,gram,loamy sand,33.55,Rabi,23.6,212.1,FYM,Mega,40,1200,1.9,11742500,163.1
508,Jhang,31.2682,72.3184,gram,loamy sand,23.89,Rabi,20.9,152.9,FYM,Extra Heavy,30,900,1.7,8361500,154.8
509,Kasur,31.1155,74.4466,gram,loamy sand,19.54,Rabi,20.3,188.8,Urea,Extra Heavy,30,900,2.0,6839000,126.6
510,Multan,30.1575,71.5249,sugarcane,loam,34.41,Kharif,32.4,433.5,None,Mega,40,1200,52.5,25807500,358.4
511,Kasur,31.1155,74.4466,wheat,loam,1.63,Rabi,23.7,361.9,DAP,Small,3,60,4.4,733500,203.8
512,Sukkur,27.7132,68.8482,wheat,loam,13.96,Rabi,18.5,350.3,None,Heavy,20,600,3.6,6282000,174.5
513,Okara,30.8103,73.4513,wheat,loam,45.47,Rabi,18.3,293.0,FYM,Ultra,50,1500,3.3,20461500,227.3
514,Rahim Yar Khan,28.4209,70.2952,rice,clay loam,0.68,Kharif,34.4,644.4,FYM,Very Small,2,40,4.9,462400,192.7
515,Kasur,31.1155,74.4466,sugarcane,clay loam,40.92,Kharif,29.8,424.3,FYM,Ultra,50,1500,60.8,30690000,341.0
516,Rawalpindi,33.5651,73.0169,cotton,loam,10.95,Kharif,31.8,200.8,Urea,Heavy,20,600,2.4,5694000,158.2
517,Sheikhupura,31.7131,73.9783,maize,loam,36.5,Kharif,25.2,331.2,None,Mega,40,1200,3.5,17520000,243.3
518,Sahiwal,30.6705,73.1063,maize,loam,40.92,Kharif,26.4,290.1,FYM,Ultra,50,1500,3.7,19641600,218.2
519,Karachi,24.8607,67.0011,wheat,clay loam,8.75,Rabi,18.8,344.6,DAP,Large,10,300,3.4,3937500,218.8
520,Peshawar,34.0151,71.5249,wheat,loam,44.15,Rabi,18.8,381.9,DAP,Ultra,50,1500,4.1,19867500,220.8
521,Rahim Yar Khan,28.4209,70.2952,potato,sandy loam,48.8,Rabi,17.5,298.6,DAP,Ultra,50,1500,2.1,19520000,216.9
522,Sargodha,32.0836,72.6711,cotton,loam,15.53,Kharif,26.4,308.1,DAP,Extra Heavy,30,900,2.7,8075600,149.5
523,Sheikhupura,31.7131,73.9783,sugarcane,loam,20.59,Kharif,32.7,460.9,FYM,Extra Heavy,30,900,57.1,15442500,286.0
524,Okara,30.8103,73.4513,sugarcane,clay loam,5.51,Kharif,28.7,491.4,None,Upper Medium,7,200,50.7,4132500,344.4
525,Sialkot,32.4922,74.5311,cotton,loam,48.66,Kharif,33.3,223.0,NPK,Ultra,50,1500,2.2,25303200,281.1
526,Jhang,31.2682,72.3184,sugarcane,loam,3.08,Kharif,25.8,525.8,FYM,Medium,5,120,55.0,2310000,320.8
527,Okara,30.8103,73.4513,gram,loamy sand,8.11,Rabi,21.0,180.3,None,Large,10,300,1.7,2838500,157.7
528,Jhang,31.2682,72.3184,maize,loam,21.48,Kharif,24.1,311.8,FYM,Extra Heavy,30,900,3.5,10310400,190.9
529,Multan,30.1575,71.5249,sugarcane,clay loam,28.13,Kharif,26.1,504.1,FYM,Mega,40,1200,66.9,21097500,293.0
530,Faisalabad,31.4504,73.135,maize,sandy loam,16.93,Kharif,29.8,296.5,DAP,Extra Heavy,30,900,3.9,8126400,150.5
531,Kasur,31.1155,74.4466,rice,clay loam,30.37,Kharif,25.2,609.4,NPK,Mega,40,1200,3.7,20651600,286.8
532,Multan,30.1575,71.5249,wheat,clay loam,37.08,Rabi,19.8,399.8,FYM,Mega,40,1200,3.7,16686000,231.8
533,Sukkur,27.7132,68.8482,maize,sandy loam,29.86,Kharif,26.8,281.5,FYM,Mega,40,1200,4.3,14332800,199.1
534,Sukkur,27.7132,68.8482,sugarcane,clay loam,16.99,Kharif,34.0,501.5,NPK,Extra Heavy,30,900,64.2,12742500,236.0
535,Karachi,24.8607,67.0011,sugarcane,clay loam,6.94,Kharif,34.5,465.3,None,Upper Medium,7,200,55.9,5205000,433.8
536,Karachi,24.8607,67.0011,potato,sandy loam,48.34,Rabi,15.1,233.0,FYM,Ultra,50,1500,2.1,19336000,214.8
537,Peshawar,34.0151,71.5249,potato,sandy loam,48.85,Rabi,21.5,258.6,FYM,Ultra,50,1500,2.7,19540000,217.1
538,Karachi,24.8607,67.0011,wheat,loam,13.75,Rabi,23.5,356.1,Urea,Heavy,20,600,4.1,6187500,171.9
539,Islamabad,33.6844,73.0479,potato,loam,44.97,Rabi,15.3,345.4,FYM,Ultra,50,1500,2.4,17988000,199.9
540,Rahim Yar Khan,28.4209,70.2952,potato,sandy loam,40.16,Rabi,18.7,295.4,None,Ultra,50,1500,2.5,16064000,178.5
541,Sheikhupura,31.7131,73.9783,maize,loam,48.62,Kharif,24.3,261.2,NPK,Ultra,50,1500,3.4,23337600,259.3
542,Gujrat,32.5742,74.0754,maize,loam,20.27,Kharif,27.7,282.1,DAP,Extra Heavy,30,900,3.1,9729600,180.2
543,Peshawar,34.0151,71.5249,gram,sandy loam,7.4,Rabi,19.2,137.4,FYM,Large,10,300,2.2,2590000,143.9
544,Bahawalpur,29.3956,71.6836,maize,sandy loam,8.17,Kharif,22.4,414.3,None,Large,10,300,3.6,3921600,217.9
545,Sahiwal,30.6705,73.1063,gram,loamy sand,23.24,Rabi,15.3,239.9,NPK,Extra Heavy,30,900,2.4,8134000,150.6
546,Sialkot,32.4922,74.5311,maize,sandy loam,27.04,Kharif,23.9,375.4,FYM,Mega,40,1200,3.8,12979200,180.3
547,Faisalabad,31.4504,73.135,rice,clay,26.36,Kharif,33.0,659.8,DAP,Mega,40,1200,5.0,17924800,249.0
548,Quetta,30.1798,66.975,gram,loamy sand,43.2,Rabi,15.8,105.9,DAP,Ultra,50,1500,1.9,15120000,168.0
549,Sialkot,32.4922,74.5311,potato,sandy loam,16.02,Rabi,16.8,255.0,DAP,Extra Heavy,30,900,2.2,6408000,118.7
550,Sahiwal,30.6705,73.1063,maize,sandy loam,31.68,Kharif,26.6,441.3,NPK,Mega,40,1200,3.7,15206400,211.2
551,Bahawalpur,29.3956,71.6836,sugarcane,clay loam,26.28,Kharif,31.5,573.7,FYM,Mega,40,1200,59.9,19710000,273.8
552,Gujranwala,32.1877,74.1945,potato,sandy loam,48.5,Rabi,22.3,224.6,FYM,Ultra,50,1500,3.1,19400000,215.6
553,Sahiwal,30.6705,73.1063,sugarcane,clay loam,30.14,Kharif,34.2,512.8,Urea,Mega,40,1200,68.7,22605000,314.0
554,Islamabad,33.6844,73.0479,wheat,clay loam,44.52,Rabi,17.3,267.9,FYM,Ultra,50,1500,3.1,20034000,222.6
555,Sargodha,32.0836,72.6711,rice,clay loam,43.61,Kharif,27.1,552.0,NPK,Ultra,50,1500,3.5,29654800,329.5
556,Faisalabad,31.4504,73.135,gram,loamy sand,25.89,Rabi,17.8,173.1,FYM,Mega,40,1200,1.8,9061500,125.9
557,Multan,30.1575,71.5249,gram,loamy sand,28.07,Rabi,22.7,143.2,Urea,Mega,40,1200,2.3,9824500,136.5
558,Bahawalpur,29.3956,71.6836,cotton,loam,39.3,Kharif,27.4,228.6,None,Mega,40,1200,1.9,20436000,283.8
559,Rawalpindi,33.5651,73.0169,rice,clay loam,34.56,Kharif,28.5,625.7,Urea,Mega,40,1200,4.8,23500800,326.4
560,Rawalpindi,33.5651,73.0169,maize,loam,9.43,Kharif,27.3,354.1,Urea,Large,10,300,3.1,4526400,251.5
561,Peshawar,34.0151,71.5249,rice,clay,37.69,Kharif,31.5,701.9,None,Mega,40,1200,3.8,25629200,356.0
562,Kasur,31.1155,74.4466,cotton,sandy loam,9.72,Kharif,34.4,267.6,NPK,Large,10,300,1.8,5054400,280.8
563,Gujrat,32.5742,74.0754,potato,sandy loam,25.54,Rabi,18.3,310.4,DAP,Mega,40,1200,2.5,10216000,141.9
564,Islamabad,33.6844,73.0479,maize,sandy loam,2.99,Kharif,21.5,334.4,None,Small,3,60,3.4,1435200,398.7
565,Jhang,31.2682,72.3184,maize,loam,29.32,Kharif,21.5,432.0,DAP,Mega,40,1200,3.7,14073600,195.5
566,Peshawar,34.0151,71.5249,rice,clay loam,10.34,Kharif,27.9,623.4,NPK,Heavy,20,600,4.0,7031200,195.3
567,Okara,30.8103,73.4513,sugarcane,loam,37.22,Kharif,27.3,426.4,FYM,Mega,40,1200,64.2,27915000,387.7
568,Islamabad,33.6844,73.0479,maize,sandy loam,16.29,Kharif,22.2,402.5,NPK,Extra Heavy,30,900,4.4,7819200,144.8
569,Sheikhupura,31.7131,73.9783,sugarcane,clay loam,45.75,Kharif,33.5,589.9,FYM,Ultra,50,1500,63.8,34312500,381.2
570,Gujranwala,32.1877,74.1945,maize,sandy loam,36.99,Kharif,21.6,336.5,FYM,Mega,40,1200,3.3,17755200,246.6
571,Sialkot,32.4922,74.5311,wheat,loam,11.13,Rabi,21.9,395.6,Urea,Heavy,20,600,4.4,5008500,139.1
572,Sheikhupura,31.7131,73.9783,potato,sandy loam,34.83,Rabi,23.9,312.6,FYM,Mega,40,1200,2.1,13932000,193.5
573,Multan,30.1575,71.5249,gram,loamy sand,38.0,Rabi,16.0,187.1,NPK,Mega,40,1200,1.7,13300000,184.7
574,Faisalabad,31.4504,73.135,potato,sandy loam,6.23,Rabi,16.4,299.6,None,Upper Medium,7,200,3.1,2492000,207.7
575,Jhang,31.2682,72.3184,gram,loamy sand,19.23,Rabi,15.6,241.5,DAP,Extra Heavy,30,900,2.4,6730500,124.6
576,Rawalpindi,33.5651,73.0169,maize,loam,4.39,Kharif,23.6,426.5,DAP,Medium,5,120,4.4,2107200,292.7
577,Sheikhupura,31.7131,73.9783,sugarcane,loam,13.08,Kharif,33.1,510.6,NPK,Heavy,20,600,52.4,9810000,272.5
578,Sheikhupura,31.7131,73.9783,wheat,clay loam,31.03,Rabi,15.9,300.6,DAP,Mega,40,1200,4.3,13963500,193.9
579,Faisalabad,31.4504,73.135,gram,sandy loam,0.91,Rabi,19.2,130.4,FYM,Very Small,2,40,1.6,318500,132.7
580,Okara,30.8103,73.4513,cotton,loam,2.68,Kharif,32.5,179.6,NPK,Small,3,60,1.6,1393600,387.1
581,Rahim Yar Khan,28.4209,70.2952,sugarcane,clay loam,42.32,Kharif,34.7,432.1,None,Ultra,50,1500,69.4,31740000,352.7
582,Sheikhupura,31.7131,73.9783,rice,clay loam,49.23,Kharif,30.1,771.7,Urea,Ultra,50,1500,4.1,33476400,372.0
583,Islamabad,33.6844,73.0479,cotton,loam,28.0,Kharif,28.5,250.9,Urea,Mega,40,1200,1.7,14560000,202.2
584,Islamabad,33.6844,73.0479,wheat,silty loam,9.26,Rabi,16.2,328.5,NPK,Large,10,300,4.2,4167000,231.5
585,Sialkot,32.4922,74.5311,maize,loam,35.19,Kharif,20.8,353.4,FYM,Mega,40,1200,4.0,16891200,234.6
586,Rahim Yar Khan,28.4209,70.2952,maize,loam,28.29,Kharif,28.2,344.1,DAP,Mega,40,1200,3.1,13579200,188.6
587,Okara,30.8103,73.4513,wheat,silty loam,27.18,Rabi,15.7,247.3,NPK,Mega,40,1200,3.6,12231000,169.9
588,Multan,30.1575,71.5249,maize,loam,25.44,Kharif,27.6,440.2,FYM,Mega,40,1200,3.6,12211200,169.6
589,Sialkot,32.4922,74.5311,maize,loam,20.4,Kharif,23.2,313.2,FYM,Extra Heavy,30,900,3.1,9792000,181.3
590,Islamabad,33.6844,73.0479,wheat,silty loam,6.39,Rabi,17.3,279.3,FYM,Upper Medium,7,200,3.6,2875500,239.6
591,Multan,30.1575,71.5249,maize,sandy loam,33.56,Kharif,21.2,318.7,NPK,Mega,40,1200,4.3,16108800,223.7
592,Rawalpindi,33.5651,73.0169,cotton,loam,20.5,Kharif,31.7,199.2,NPK,Extra Heavy,30,900,2.9,10660000,197.4
593,Lahore,31.5204,74.3587,sugarcane,loam,13.24,Kharif,32.4,598.4,DAP,Heavy,20,600,57.6,9930000,275.8
594,Jhang,31.2682,72.3184,wheat,loam,47.86,Rabi,16.9,230.3,DAP,Ultra,50,1500,3.3,21537000,239.3
595,Gujrat,32.5742,74.0754,rice,clay loam,32.77,Kharif,33.0,570.6,FYM,Mega,40,1200,5.0,22283600,309.5
596,Gujranwala,32.1877,74.1945,rice,clay,25.95,Kharif,25.4,620.8,DAP,Mega,40,1200,4.8,17646000,245.1
597,Sahiwal,30.6705,73.1063,rice,clay,9.38,Kharif,32.2,506.6,None,Large,10,300,3.8,6378400,354.4
598,Multan,30.1575,71.5249,wheat,loam,37.76,Rabi,16.2,318.5,FYM,Mega,40,1200,3.0,16992000,236.0
599,Quetta,30.1798,66.975,wheat,loam,38.49,Rabi,16.2,287.2,FYM,Mega,40,1200,4.1,17320500,240.6
600,Okara,30.8103,73.4513,gram,sandy loam,21.47,Rabi,18.2,204.0,Urea,Extra Heavy,30,900,1.6,7514500,139.2
601,Sukkur,27.7132,68.8482,sugarcane,clay loam,26.75,Kharif,32.2,521.8,Urea,Mega,40,1200,58.6,20062500,278.6
602,Sukkur,27.7132,68.8482,wheat,loam,22.96,Rabi,15.3,208.5,DAP,Extra Heavy,30,900,4.5,10332000,191.3
603,Islamabad,33.6844,73.0479,rice,clay loam,12.46,Kharif,29.6,571.5,NPK,Heavy,20,600,4.3,8472800,235.4
