id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,soil_water_retention_mm,fertilizer_type,fertilizer_amount_kg_ha,yield_ton_per_ha,water_requirement_liters_day
475,Muzaffarabad,34.3702,73.4711,date palm,desert sand,3.79,Perennial,25.5,116.2,79,Urea,101,10.6,40335
476,Abbottabad,34.1463,73.2117,tobacco,silty loam,0.55,Kharif,29.4,386.3,163,None,0,2.3,7623
477,Karachi,24.8607,67.0011,potato,sandy loam,7.71,Rabi,15.4,307.6,128,None,0,2.4,74016
478,Attock,33.7731,72.3744,gram,sandy loam,9.74,Rabi,20.5,137.7,145,Urea,136,1.8,178836
479,Sukkur,27.7132,68.8482,date palm,sandy,7.95,Perennial,33.4,118.7,58,Urea,182,11.5,117408
480,Burewala,30.15,72.65,gram,loamy sand,3.48,Rabi,23.1,247.1,116,DAP,133,2.0,34919
481,Kohat,33.5861,71.4414,maize,sandy loam,1.7,Kharif,29.3,272.8,100,DAP,165,3.6,20759
482,Zhob,31.3487,69.4484,tobacco,silty loam,1.2,Kharif,22.0,333.5,168,FYM,281,1.6,16632
483,Gujranwala,32.1877,74.1945,cotton,loam,7.86,Kharif,28.0,184.3,172,None,0,2.7,220402
484,Jhelum,32.9416,73.7251,date palm,desert sand,3.67,Perennial,27.6,53.9,59,Urea,167,10.5,47632
485,Khuzdar,27.8,66.6167,rice,clay,9.46,Kharif,31.2,704.6,228,None,0,3.7,250879
486,Kotli,33.5186,73.9022,rice,clay,2.16,Kharif,26.0,568.1,224,FYM,245,4.0,57283
487,Bannu,32.9886,70.6055,apple orchard,rocky loam,5.91,Perennial,14.3,332.7,161,DAP,155,8.0,60637
488,Bahawalpur,29.3956,71.6836,rice,clay,6.83,Kharif,27.3,535.1,223,Urea,123,4.7,181132
489,Baghsar,33.8667,74.7667,tobacco,loam,4.47,Kharif,25.1,373.9,173,None,0,1.9,56322
490,Gwadar,25.1263,62.3225,rice,clay loam,9.14,Kharif,32.1,747.6,228,Urea,136,3.7,223747
491,Khuzdar,27.8,66.6167,cotton,loam,8.28,Kharif,27.8,297.1,167,FYM,255,2.9,129168
492,Mianwali,32.5833,71.5375,apple orchard,rocky loam,4.13,Perennial,19.8,562.9,134,NPK,211,7.5,42374
493,Turbat,26.0012,63.0515,tobacco,loam,1.21,Kharif,28.8,351.5,178,Urea,134,1.9,15246
494,Burewala,30.15,72.65,potato,sandy loam,4.97,Rabi,18.0,246.9,117,Urea,155,2.9,60873
495,Baghsar,33.8667,74.7667,tobacco,silty loam,0.5,Kharif,23.1,306.4,170,Urea,155,1.7,6930
496,Burewala,30.15,72.65,tobacco,loam,7.71,Kharif,21.6,321.5,163,Urea,117,2.4,97146
497,Thatta,24.747,67.9192,date palm,desert sand,2.54,Perennial,29.6,84.1,57,Urea,158,10.5,30089
498,Kotli,33.5186,73.9022,wheat,loam,2.86,Rabi,19.0,224.6,178,None,0,3.2,56435
499,Sukkur,27.7132,68.8482,potato,loam,7.34,Rabi,20.5,312.8,153,None,0,2.8,88080
500,Kohat,33.5861,71.4414,tobacco,loam,2.41,Kharif,24.2,256.1,153,NPK,180,1.7,36414
501,Jhelum,32.9416,73.7251,tobacco,silty loam,3.39,Kharif,27.8,366.5,185,NPK,196,2.1,46985
502,Bannu,32.9886,70.6055,rice,clay,7.39,Kharif,34.3,705.0,250,NPK,198,4.0,195983
503,Swabi,34.1202,72.4697,rice,clay loam,2.72,Kharif,28.1,507.0,248,DAP,161,4.7,66586
504,Baghsar,33.8667,74.7667,gram,sandy loam,9.73,Rabi,15.3,207.8,128,DAP,139,2.5,130907
505,Rahim Yar Khan,28.4209,70.2952,wheat,clay loam,9.45,Rabi,24.7,226.6,241,Urea,132,4.1,221215
506,Hyderabad,25.396,68.3578,apple orchard,loam,8.84,Perennial,18.0,393.6,190,FYM,315,9.9,100776
507,Mirpur Khas,25.5255,69.0159,tobacco,loam,2.1,Kharif,24.0,349.0,192,FYM,301,2.0,26460
508,Mirpur Khas,25.5255,69.0159,apple orchard,rocky loam,5.62,Perennial,18.4,486.6,172,None,0,8.2,57661
509,Haripur,33.9962,72.9338,gram,sandy loam,2.14,Rabi,19.3,169.5,141,Urea,184,1.7,34529
510,Bannu,32.9886,70.6055,apple orchard,rocky loam,8.91,Perennial,19.9,375.6,174,NPK,191,9.7,91417
511,Karachi,24.8607,67.0011,date palm,desert sand,4.1,Perennial,28.0,110.2,56,None,0,11.3,44557
512,Okara,30.8103,73.4513,cotton,loam,5.6,Kharif,31.7,291.3,175,NPK,198,1.8,87360
513,Kotli,33.5186,73.9022,maize,sandy loam,2.31,Kharif,27.2,462.6,149,FYM,250,3.1,26611
514,Bahawalpur,29.3956,71.6836,gram,loamy sand,8.67,Rabi,15.8,100.2,80,FYM,341,2.2,170577
515,Swat,35.2217,72.4252,rice,clay,3.69,Kharif,28.0,597.3,251,Urea,129,3.8,97859
516,Mardan,34.1983,72.0452,potato,loam,3.25,Rabi,24.4,338.6,194,NPK,164,2.4,39000
517,Nawabshah,26.2483,68.4035,potato,sandy loam,8.62,Rabi,20.4,243.3,113,Urea,171,2.3,108060
518,Lodhran,29.5383,71.6315,maize,loam,3.31,Kharif,21.8,481.6,151,None,0,3.7,47664
519,Baghsar,33.8667,74.7667,tobacco,loam,7.94,Kharif,20.7,352.8,164,DAP,133,2.2,100044
520,Quetta,30.1798,66.975,apple orchard,loam,5.82,Perennial,11.1,568.0,174,NPK,187,8.5,66348
521,Mansehra,34.3332,73.1992,wheat,silty loam,9.94,Rabi,17.0,209.9,185,NPK,215,3.7,233837
522,Charsadda,34.1453,71.7436,sugarcane,clay loam,6.86,Kharif,29.3,470.1,187,DAP,180,58.8,185220
523,Chitral,35.8512,71.7864,apple orchard,rocky loam,9.97,Perennial,12.5,394.1,148,DAP,164,7.1,102292
524,Multan,30.1575,71.5249,date palm,desert sand,6.92,Perennial,29.2,86.9,63,None,0,10.6,81249
525,Mirpur,33.1497,73.7515,apple orchard,rocky loam,6.66,Perennial,15.6,470.5,129,None,0,9.1,68332
526,Okara,30.8103,73.4513,potato,loam,6.45,Rabi,24.1,222.3,195,FYM,293,2.9,114616
527,Turbat,26.0012,63.0515,wheat,silty loam,2.6,Rabi,17.7,379.0,184,DAP,166,3.6,38610
528,Swabi,34.1202,72.4697,rice,clay,9.8,Kharif,33.4,700.7,282,NPK,208,4.0,259896
529,Quetta,30.1798,66.975,potato,sandy loam,2.81,Rabi,20.1,220.5,121,Urea,160,2.0,40352
530,Bahawalpur,29.3956,71.6836,wheat,loam,7.63,Rabi,17.8,377.5,195,Urea,198,3.6,103005
531,Sargodha,32.0836,72.6711,potato,sandy loam,0.88,Rabi,23.4,252.9,138,None,0,2.7,10356
532,Faisalabad,31.4504,73.135,rice,clay,6.38,Kharif,30.1,758.6,268,NPK,215,3.9,169198
533,Jhang,31.2682,72.3184,maize,loam,4.48,Kharif,21.2,327.2,168,None,0,4.2,64512
534,Jhelum,32.9416,73.7251,apple orchard,loam,7.98,Perennial,12.1,420.0,193,NPK,202,7.8,90972
535,Gwadar,25.1263,62.3225,apple orchard,loam,7.8,Perennial,10.4,417.5,165,None,0,7.7,88920
536,Chitral,35.8512,71.7864,date palm,desert sand,1.97,Perennial,34.7,89.6,67,DAP,171,9.5,22931
537,Turbat,26.0012,63.0515,wheat,clay loam,0.54,Rabi,23.0,208.2,235,NPK,180,3.3,13982
538,Mirpur,33.1497,73.7515,apple orchard,rocky loam,9.44,Perennial,13.1,545.5,177,DAP,120,9.7,96854
539,Lasbela,25.8694,66.7097,sugarcane,loam,2.17,Kharif,32.9,430.4,178,DAP,140,59.6,48825
540,Sargodha,32.0836,72.6711,apple orchard,loam,1.84,Perennial,15.5,363.3,191,DAP,133,8.7,20976
541,Khanewal,30.3016,71.9351,maize,loam,4.88,Kharif,24.6,269.4,162,None,0,4.1,76479
542,Lasbela,25.8694,66.7097,rice,clay,1.34,Kharif,26.9,564.2,205,NPK,186,4.1,35537
543,Mardan,34.1983,72.0452,tobacco,silty loam,8.6,Kharif,20.8,252.2,206,FYM,303,1.5,146810
544,Faisalabad,31.4504,73.135,potato,sandy loam,2.69,Rabi,20.9,278.4,111,FYM,324,3.0,26168
545,Lahore,31.5204,74.3587,date palm,sandy,2.2,Perennial,35.9,73.5,80,DAP,168,10.6,37711
546,Khuzdar,27.8,66.6167,tobacco,silty loam,8.18,Kharif,23.8,295.2,213,None,0,2.0,113375
547,Peshawar,34.0151,71.5249,tobacco,silty loam,2.39,Kharif,23.8,338.2,164,FYM,325,2.2,33125
548,Chitral,35.8512,71.7864,maize,sandy loam,3.27,Kharif,24.7,465.6,145,NPK,201,3.5,37670
549,Larkana,27.5609,68.2066,maize,loam,3.26,Kharif,27.4,342.7,181,DAP,160,4.1,46944
550,Attock,33.7731,72.3744,tobacco,loam,7.39,Kharif,24.8,275.8,179,Urea,146,1.6,96373
551,Baghsar,33.8667,74.7667,cotton,sandy loam,5.65,Kharif,25.8,333.7,142,NPK,155,2.6,70512
552,Swabi,34.1202,72.4697,cotton,loam,9.09,Kharif,31.6,151.8,183,NPK,163,2.4,293298
553,Multan,30.1575,71.5249,cotton,sandy loam,0.63,Kharif,26.6,289.5,109,FYM,311,1.6,7862
554,Peshawar,34.0151,71.5249,maize,sandy loam,1.39,Kharif,25.9,497.4,107,DAP,162,3.2,16013
555,Sheikhupura,31.7131,73.9783,apple orchard,rocky loam,2.49,Perennial,13.9,396.7,133,Urea,167,8.8,25547
556,Kohat,33.5861,71.4414,wheat,silty loam,9.42,Rabi,20.9,313.5,204,FYM,234,4.3,139887
557,Nawabshah,26.2483,68.4035,sugarcane,loam,9.11,Kharif,27.6,407.0,199,None,0,51.2,204975
558,Charsadda,34.1453,71.7436,apple orchard,loam,5.96,Perennial,19.8,533.6,187,DAP,173,7.8,67944
559,Baghsar,33.8667,74.7667,rice,clay loam,7.97,Kharif,33.7,614.9,235,DAP,128,4.0,195106
560,Turbat,26.0012,63.0515,tobacco,silty loam,2.13,Kharif,22.6,338.2,212,Urea,195,2.1,29522
561,Attock,33.7731,72.3744,wheat,silty loam,8.14,Rabi,20.8,248.4,170,NPK,165,4.0,152710
562,Haripur,33.9962,72.9338,date palm,sandy,8.29,Perennial,37.7,84.4,72,None,0,9.7,137357
563,Bahawalpur,29.3956,71.6836,wheat,clay loam,2.62,Rabi,20.4,234.9,190,FYM,281,4.0,58396
564,Chiniot,31.716,72.9814,cotton,sandy loam,1.69,Kharif,32.7,271.6,136,NPK,211,2.9,22568
565,Mianwali,32.5833,71.5375,potato,loam,0.8,Rabi,17.1,226.8,152,FYM,223,2.3,13856
566,Burewala,30.15,72.65,sugarcane,clay loam,2.23,Kharif,28.1,471.0,206,FYM,295,52.8,60210
567,Haripur,33.9962,72.9338,sugarcane,loam,1.94,Kharif,27.6,539.2,195,FYM,334,50.8,43650
568,Multan,30.1575,71.5249,date palm,desert sand,8.54,Perennial,25.8,145.2,66,FYM,216,9.6,81600
569,Bhimber,32.979,74.0792,sugarcane,clay loam,9.7,Kharif,27.1,547.7,235,Urea,112,68.5,261900
570,Muzaffarabad,34.3702,73.4711,date palm,desert sand,9.83,Perennial,35.2,52.8,72,FYM,286,10.2,127987
571,Islamabad,33.6844,73.0479,gram,loamy sand,4.96,Rabi,20.0,183.8,120,None,0,1.8,70373
572,Gujranwala,32.1877,74.1945,wheat,silty loam,7.43,Rabi,15.6,398.8,198,None,0,3.1,110336
573,Lasbela,25.8694,66.7097,tobacco,loam,3.99,Kharif,20.7,351.4,187,DAP,139,2.0,50274
574,Kasur,31.1155,74.4466,cotton,loam,4.24,Kharif,29.3,258.8,184,DAP,155,1.6,77829
575,Hyderabad,25.396,68.3578,gram,loamy sand,7.7,Rabi,19.2,121.2,86,DAP,178,1.8,140881
576,Mardan,34.1983,72.0452,gram,loamy sand,5.9,Rabi,24.0,119.6,96,None,0,1.6,108567
577,Baghsar,33.8667,74.7667,date palm,sandy,4.11,Perennial,28.9,89.9,61,Urea,102,8.3,66912
578,Swat,35.2217,72.4252,rice,clay loam,2.81,Kharif,26.5,755.0,181,DAP,173,3.5,68789
579,Thatta,24.747,67.9192,gram,loamy sand,7.62,Rabi,17.1,223.9,99,DAP,167,2.5,88061
580,Okara,30.8103,73.4513,apple orchard,loam,5.93,Perennial,12.3,445.1,199,DAP,136,8.4,67602
581,Bhimber,32.979,74.0792,maize,sandy loam,9.58,Kharif,20.4,250.1,104,None,0,3.9,137860
582,Sahiwal,30.6705,73.1063,date palm,sandy,9.8,Perennial,29.1,54.4,61,FYM,334,10.3,177811
583,Jhelum,32.9416,73.7251,gram,loamy sand,3.96,Rabi,15.7,232.5,115,DAP,158,2.2,43529
584,Muzaffarabad,34.3702,73.4711,apple orchard,rocky loam,0.78,Perennial,19.3,309.5,129,NPK,200,9.9,8003
585,Bannu,32.9886,70.6055,maize,loam,7.44,Kharif,22.8,476.6,163,DAP,173,4.4,107136
586,Mirpur Khas,25.5255,69.0159,apple orchard,loam,2.36,Perennial,11.0,431.5,178,Urea,153,8.9,26904
587,Sukkur,27.7132,68.8482,cotton,sandy loam,3.95,Kharif,30.4,208.3,139,NPK,168,1.6,78750
588,Zhob,31.3487,69.4484,date palm,sandy,5.74,Perennial,28.9,106.0,69,FYM,267,11.3,88597
589,Turbat,26.0012,63.0515,maize,loam,7.2,Kharif,28.8,364.6,180,DAP,166,3.2,103680
590,Faisalabad,31.4504,73.135,potato,loam,1.11,Rabi,17.7,286.8,161,NPK,202,2.3,13320
591,Faisalabad,31.4504,73.135,apple orchard,loam,4.91,Perennial,13.6,436.6,175,FYM,345,7.4,55974
592,Sialkot,32.4922,74.5311,maize,sandy loam,4.27,Kharif,20.3,319.1,138,None,0,4.1,49190
593,Bhimber,32.979,74.0792,date palm,desert sand,3.57,Perennial,36.4,85.4,46,None,0,9.9,42117
594,Gwadar,25.1263,62.3225,wheat,silty loam,3.87,Rabi,21.7,238.3,170,NPK,205,3.1,77440
595,Karachi,24.8607,67.0011,date palm,desert sand,6.98,Perennial,37.9,136.8,42,DAP,176,10.3,68893
596,Kasur,31.1155,74.4466,apple orchard,rocky loam,9.89,Perennial,16.4,598.3,165,FYM,329,9.5,101471
597,Kotli,33.5186,73.9022,sugarcane,clay loam,6.96,Kharif,33.8,414.9,188,DAP,145,55.3,187920
598,Larkana,27.5609,68.2066,maize,loam,9.15,Kharif,29.0,348.5,164,Urea,187,4.1,131760
599,Faisalabad,31.4504,73.135,wheat,clay loam,8.4,Rabi,15.5,380.0,233,DAP,140,4.4,136080
600,Mardan,34.1983,72.0452,potato,sandy loam,5.22,Rabi,22.2,279.3,106,None,0,3.0,50404
601,Lasbela,25.8694,66.7097,rice,clay loam,2.39,Kharif,26.3,754.6,189,DAP,178,5.0,58507
602,Sahiwal,30.6705,73.1063,sugarcane,clay loam,3.5,Kharif,29.3,466.0,208,NPK,177,63.6,94500
603,Muzaffarabad,34.3702,73.4711,date palm,desert sand,1.86,Perennial,29.5,72.5,73,FYM,344,11.7,22843
604,Lasbela,25.8694,66.7097,maize,loam,5.13,Kharif,27.4,351.4,184,None,0,3.1,73872
605,Mansehra,34.3332,73.1992,sugarcane,clay loam,2.94,Kharif,32.3,436.3,238,None,0,67.5,79380
606,Khuzdar,27.8,66.6167,gram,sandy loam,2.37,Rabi,23.5,147.6,101,FYM,234,2.2,41873
607,Gujrat,32.5742,74.0754,maize,sandy loam,3.44,Kharif,27.0,398.7,100,NPK,183,3.0,39629
608,Hafizabad,32.0709,73.688,maize,loam,1.88,Kharif,23.9,298.1,188,DAP,126,3.2,27072
609,Peshawar,34.0151,71.5249,gram,sandy loam,9.26,Rabi,22.5,159.5,122,FYM,315,2.2,155892
610,Islamabad,33.6844,73.0479,potato,sandy loam,0.6,Rabi,23.3,279.3,122,Urea,165,3.4,5794
611,Larkana,27.5609,68.2066,apple orchard,loam,1.38,Perennial,18.9,549.8,163,Urea,102,8.1,15732
612,Sahiwal,30.6705,73.1063,sugarcane,loam,7.81,Kharif,27.2,413.7,183,DAP,155,55.3,175725
613,Sheikhupura,31.7131,73.9783,tobacco,silty loam,4.15,Kharif,24.9,320.8,191,None,0,2.1,57519
614,Mirpur Khas,25.5255,69.0159,gram,loamy sand,4.43,Rabi,23.6,191.5,99,None,0,2.2,60615
615,Dera Ismail Khan,31.8322,70.9024,sugarcane,loam,6.46,Kharif,31.2,576.9,183,NPK,187,56.4,145350
616,Chiniot,31.716,72.9814,potato,loam,7.73,Rabi,18.2,279.8,178,FYM,328,3.2,92915
617,Attock,33.7731,72.3744,wheat,silty loam,2.51,Rabi,24.5,227.1,203,NPK,155,3.5,53705
618,Bahawalpur,29.3956,71.6836,sugarcane,clay loam,3.28,Kharif,25.7,453.4,218,Urea,107,62.5,88560
619,Mirpur Khas,25.5255,69.0159,potato,loam,8.8,Rabi,22.4,280.5,166,DAP,169,2.1,105600
620,Faisalabad,31.4504,73.135,sugarcane,clay loam,3.46,Kharif,25.0,576.0,242,FYM,307,51.9,93420
621,Gwadar,25.1263,62.3225,potato,loam,3.82,Rabi,19.7,280.1,185,None,0,2.6,45840
622,Mianwali,32.5833,71.5375,maize,sandy loam,7.01,Kharif,21.5,387.0,109,NPK,184,3.6,80755
623,Mirpur,33.1497,73.7515,tobacco,loam,9.46,Kharif,20.3,353.1,182,None,0,2.4,119196
624,Nawabshah,26.2483,68.4035,apple orchard,rocky loam,1.19,Perennial,15.6,356.0,134,DAP,145,9.3,12209
625,Baghsar,33.8667,74.7667,gram,sandy loam,9.85,Rabi,18.3,207.7,115,None,0,1.5,132591
626,Dera Ismail Khan,31.8322,70.9024,gram,loamy sand,6.28,Rabi,16.4,148.3,127,None,0,2.3,103732
627,Multan,30.1575,71.5249,apple orchard,loam,9.68,Perennial,17.4,494.6,200,None,0,9.9,110352
628,Quetta,30.1798,66.975,maize,loam,4.41,Kharif,20.7,291.7,194,NPK,184,4.0,63504
629,Sialkot,32.4922,74.5311,tobacco,loam,5.19,Kharif,24.8,371.9,164,NPK,215,1.6,65394
630,Bannu,32.9886,70.6055,tobacco,silty loam,0.87,Kharif,22.2,319.0,196,Urea,123,1.9,12058
631,Abbottabad,34.1463,73.2117,potato,sandy loam,6.66,Rabi,21.5,294.3,105,None,0,2.5,63936
632,Peshawar,34.0151,71.5249,rice,clay,1.34,Kharif,34.4,535.6,280,None,0,4.7,35537
633,Haripur,33.9962,72.9338,maize,sandy loam,9.31,Kharif,20.4,481.6,122,FYM,248,4.0,107251
634,Abbottabad,34.1463,73.2117,wheat,silty loam,8.88,Rabi,17.9,312.7,214,Urea,108,3.6,131868
635,Zhob,31.3487,69.4484,maize,loam,4.99,Kharif,29.7,276.9,198,DAP,131,3.2,73712
636,Lahore,31.5204,74.3587,potato,sandy loam,3.28,Rabi,18.2,329.9,116,Urea,123,2.2,31488
637,Islamabad,33.6844,73.0479,rice,clay loam,0.92,Kharif,27.8,500.0,201,FYM,242,4.8,22522
638,Hafizabad,32.0709,73.688,potato,sandy loam,6.84,Rabi,20.3,346.1,121,NPK,176,2.2,65664
639,Quetta,30.1798,66.975,potato,sandy loam,7.82,Rabi,19.2,290.5,120,Urea,108,3.0,75072
640,Charsadda,34.1453,71.7436,apple orchard,rocky loam,4.01,Perennial,15.5,492.2,176,None,0,7.8,41143
641,Sheikhupura,31.7131,73.9783,sugarcane,loam,6.3,Kharif,28.8,579.3,193,NPK,167,52.7,141750
642,Karachi,24.8607,67.0011,gram,loamy sand,4.0,Rabi,23.0,109.9,85,NPK,205,1.7,76151
643,Islamabad,33.6844,73.0479,potato,sandy loam,0.85,Rabi,19.4,278.2,104,Urea,185,3.0,8282
644,Sukkur,27.7132,68.8482,date palm,sandy,8.32,Perennial,35.7,113.1,65,NPK,199,11.9,125318
645,Hafizabad,32.0709,73.688,sugarcane,loam,6.17,Kharif,34.7,433.5,173,Urea,110,69.2,138825
646,Sialkot,32.4922,74.5311,cotton,sandy loam,1.58,Kharif,28.5,299.6,139,DAP,129,2.5,19718
647,Rawalpindi,33.5651,73.0169,sugarcane,loam,5.24,Kharif,28.1,402.3,198,NPK,202,62.1,117900
648,Rahim Yar Khan,28.4209,70.2952,wheat,loam,4.46,Rabi,15.6,316.6,192,FYM,243,3.3,60210
649,Faisalabad,31.4504,73.135,gram,sandy loam,8.33,Rabi,15.4,121.2,100,Urea,161,2.3,162568
650,Hafizabad,32.0709,73.688,maize,sandy loam,9.04,Kharif,21.3,371.1,136,Urea,108,3.0,104141
651,Lasbela,25.8694,66.7097,rice,clay,8.16,Kharif,27.8,682.2,269,None,0,4.5,216403
652,Sahiwal,30.6705,73.1063,potato,loam,2.45,Rabi,16.3,230.0,181,FYM,201,2.9,41650
653,Gujranwala,32.1877,74.1945,wheat,silty loam,1.45,Rabi,16.8,220.6,214,DAP,174,3.3,32191
654,Swat,35.2217,72.4252,maize,loam,3.15,Kharif,23.2,367.6,150,NPK,155,3.9,45360
655,Faisalabad,31.4504,73.135,potato,sandy loam,3.84,Rabi,21.7,247.1,109,NPK,186,3.1,46971
656,Faisalabad,31.4504,73.135,cotton,sandy loam,1.61,Kharif,29.9,245.6,149,NPK,192,2.9,25853
657,Sheikhupura,31.7131,73.9783,sugarcane,loam,4.44,Kharif,30.5,414.7,154,None,0,63.1,99900
658,Islamabad,33.6844,73.0479,potato,loam,8.48,Rabi,18.7,346.7,151,Urea,158,2.4,101760
659,Dera Ismail Khan,31.8322,70.9024,rice,clay,2.81,Kharif,30.3,581.6,296,DAP,167,4.6,74521
660,Sargodha,32.0836,72.6711,potato,loam,7.35,Rabi,21.7,348.2,160,FYM,291,3.2,88200
661,Kasur,31.1155,74.4466,rice,clay loam,6.61,Kharif,34.8,765.6,189,None,0,3.9,161813
662,Mirpur Khas,25.5255,69.0159,rice,clay,7.3,Kharif,28.9,781.0,247,DAP,154,5.0,193596
663,Lasbela,25.8694,66.7097,wheat,silty loam,2.48,Rabi,16.2,215.6,193,FYM,202,4.1,56592
664,Bannu,32.9886,70.6055,sugarcane,clay loam,4.55,Kharif,29.9,557.1,210,Urea,161,66.1,122850
665,Kasur,31.1155,74.4466,tobacco,loam,9.31,Kharif,25.9,317.0,177,Urea,148,2.0,117306
666,Karachi,24.8607,67.0011,gram,sandy loam,1.83,Rabi,21.1,155.9,136,NPK,189,1.6,31269
667,Muzaffarabad,34.3702,73.4711,date palm,desert sand,2.84,Perennial,37.5,123.5,61,DAP,179,9.6,29447
668,Kotli,33.5186,73.9022,rice,clay,7.83,Kharif,29.4,558.3,256,NPK,206,4.2,207652
669,Islamabad,33.6844,73.0479,maize,sandy loam,4.97,Kharif,23.5,407.4,142,NPK,168,3.2,57254
670,Gujranwala,32.1877,74.1945,cotton,sandy loam,5.22,Kharif,28.1,188.3,105,None,0,2.5,114928
671,Quetta,30.1798,66.975,maize,loam,4.29,Kharif,25.9,289.6,160,DAP,135,3.6,61776
672,Sahiwal,30.6705,73.1063,tobacco,loam,2.5,Kharif,24.2,364.4,187,NPK,182,2.0,31500
673,Bhimber,32.979,74.0792,maize,sandy loam,4.72,Kharif,20.4,419.8,143,None,0,3.5,54374
674,Bahawalpur,29.3956,71.6836,wheat,clay loam,8.13,Rabi,21.3,220.9,210,None,0,3.3,196571
675,Lahore,31.5204,74.3587,wheat,clay loam,4.74,Rabi,22.1,234.3,224,NPK,185,3.7,106031
676,Mirpur,33.1497,73.7515,cotton,sandy loam,9.13,Kharif,29.4,169.5,102,None,0,2.4,218864
677,Gujrat,32.5742,74.0754,cotton,loam,4.2,Kharif,30.9,159.0,174,NPK,171,1.6,131586
678,Hafizabad,32.0709,73.688,date palm,desert sand,4.34,Perennial,31.8,114.2,73,DAP,178,11.8,46514
679,Swat,35.2217,72.4252,tobacco,loam,5.74,Kharif,29.5,315.5,184,FYM,217,1.9,72324
680,Jhang,31.2682,72.3184,gram,loamy sand,5.97,Rabi,20.0,171.0,128,Urea,116,2.4,89718
681,Rahim Yar Khan,28.4209,70.2952,gram,sandy loam,1.64,Rabi,19.7,213.9,120,FYM,250,2.4,21364
682,Baghsar,33.8667,74.7667,rice,clay,7.75,Kharif,29.2,646.3,272,NPK,165,3.8,205530
683,Baghsar,33.8667,74.7667,wheat,clay loam,8.97,Rabi,24.6,268.0,249,None,0,3.4,159845
684,Faisalabad,31.4504,73.135,wheat,loam,0.63,Rabi,18.7,378.8,184,None,0,4.2,8505
685,Multan,30.1575,71.5249,tobacco,loam,1.34,Kharif,29.3,279.5,154,NPK,188,1.6,16954
686,Khuzdar,27.8,66.6167,rice,clay,0.96,Kharif,27.8,713.0,227,DAP,178,4.7,25459
687,Islamabad,33.6844,73.0479,date palm,desert sand,5.06,Perennial,28.5,83.5,63,Urea,159,10.1,60056
688,Multan,30.1575,71.5249,rice,clay loam,8.08,Kharif,32.2,742.9,240,NPK,166,4.9,197798
689,Kotli,33.5186,73.9022,date palm,desert sand,3.23,Perennial,35.8,89.1,54,Urea,105,8.1,37658
690,Islamabad,33.6844,73.0479,sugarcane,loam,8.18,Kharif,26.3,596.2,189,DAP,174,56.8,184050
691,Quetta,30.1798,66.975,rice,clay,0.5,Kharif,34.0,705.3,231,Urea,146,4.3,13260
692,Sahiwal,30.6705,73.1063,apple orchard,rocky loam,8.87,Perennial,19.0,588.4,177,Urea,119,7.2,91006
693,Swat,35.2217,72.4252,potato,sandy loam,2.03,Rabi,18.5,213.2,109,DAP,168,2.3,30336
694,Kohat,33.5861,71.4414,sugarcane,loam,7.54,Kharif,25.2,403.5,175,NPK,187,62.7,169650
695,Sargodha,32.0836,72.6711,gram,loamy sand,4.6,Rabi,15.2,206.8,87,None,0,1.5,58322
696,Chitral,35.8512,71.7864,maize,loam,8.01,Kharif,28.0,272.7,154,DAP,164,3.9,122361
697,Kotli,33.5186,73.9022,rice,clay loam,4.03,Kharif,25.6,728.1,220,NPK,186,3.9,98654
698,Islamabad,33.6844,73.0479,apple orchard,loam,5.76,Perennial,10.6,506.4,150,None,0,8.5,65664
699,Kohat,33.5861,71.4414,sugarcane,clay loam,4.57,Kharif,27.6,555.8,228,DAP,133,67.5,123390
700,Mianwali,32.5833,71.5375,potato,loam,3.01,Rabi,23.7,286.1,196,None,0,3.2,36120
701,Haripur,33.9962,72.9338,apple orchard,rocky loam,8.62,Perennial,19.4,350.6,140,Urea,158,8.1,88441
702,Bhimber,32.979,74.0792,apple orchard,loam,1.51,Perennial,14.6,334.9,185,FYM,333,9.0,17214
703,Karachi,24.8607,67.0011,date palm,desert sand,5.59,Perennial,33.8,66.9,54,NPK,190,10.0,69826
704,Jhang,31.2682,72.3184,tobacco,loam,9.92,Kharif,23.4,270.5,187,NPK,159,2.5,134887
705,Gujrat,32.5742,74.0754,rice,clay loam,3.48,Kharif,34.2,662.0,243,None,0,3.8,85190
706,Lahore,31.5204,74.3587,gram,sandy loam,3.89,Rabi,24.4,218.3,103,Urea,145,2.1,49477
707,Bannu,32.9886,70.6055,gram,sandy loam,9.5,Rabi,15.2,162.4,128,DAP,132,2.3,158004
708,Muzaffarabad,34.3702,73.4711,tobacco,loam,6.49,Kharif,29.1,283.6,200,FYM,236,1.6,81774
709,Kotli,33.5186,73.9022,rice,clay,8.5,Kharif,32.7,743.9,268,FYM,275,4.8,225420
710,Bhimber,32.979,74.0792,sugarcane,loam,3.62,Kharif,25.7,467.3,155,FYM,201,59.4,81450
711,Attock,33.7731,72.3744,potato,loam,7.04,Rabi,24.6,303.8,150,FYM,256,2.4,84480
712,Sargodha,32.0836,72.6711,potato,loam,9.31,Rabi,18.1,220.1,180,None,0,2.4,167487
713,Jhang,31.2682,72.3184,potato,sandy loam,3.48,Rabi,20.1,220.6,135,NPK,175,2.6,49945
